KPI,DESCRIPTION,TABLE,COMBINED_DESCRIPTION
Instant_og_idd_call_revenue,Revenue from outgoing international direct dial (IDD) calls.,Instant,"Today's earnings from customer-initiated international direct dial calls, measuring the financial impact of outbound international call activity."
Instant_og_idd_call_revenue,Revenue from outgoing international direct dial (IDD) calls.,Instant,"Revenue generated from international direct dial calls made by customers outside the country, reflecting their international roaming usage and expenditures."
Instant_og_idd_call_revenue,Revenue from outgoing international direct dial (IDD) calls.,Instant,"Today's international direct dial call earnings, representing revenue generated from customers' outgoing international calls made today, contributing to overall daily income."
Instant_og_idd_gcc_call_revenue,Revenue from outgoing IDD calls to GCC countries.,Instant,"International outgoing direct dial calls to Gulf Cooperation Council countries drive revenue, reflecting regional call traffic and performance metrics."
Instant_og_idd_gcc_call_revenue,Revenue from outgoing IDD calls to GCC countries.,Instant,"Daily revenue generated from outgoing calls to GCC countries, indicating commercial engagement in this specific international region."
Instant_og_idd_gcc_call_revenue,Revenue from outgoing IDD calls to GCC countries.,Instant,"Daily revenue generated from outgoing calls made to Gulf Cooperation Council countries, providing insight into international call traffic and revenue streams."
Instant_og_idd_gcc_call_revenue,Revenue from outgoing IDD calls to GCC countries.,Instant,"Daily earnings from outgoing calls to GCC countries, providing a snapshot of international revenue generated from these calls."
Instant_og_idd_gcc_call_revenue,Revenue from outgoing IDD calls to GCC countries.,Instant,Daily revenue generated from outgoing international direct dial calls to Gulf Cooperation Council countries.
Instant_og_idd_gcc_call_revenue,Revenue from outgoing IDD calls to GCC countries.,Instant,"Daily revenue generated from outgoing calls to GCC countries, providing a real-time gauge of international call traffic and financial performance."
Instant_og_idd_ibp_call_revenue,Revenue from outgoing IDD calls to international business partners.,Instant,"Revenue generated from international direct dial calls to business partners, highlighting the success of commercial partnerships and global connectivity."
Instant_og_idd_ibp_call_revenue,Revenue from outgoing IDD calls to international business partners.,Instant,"Revenue generated from international business calls to partners, measuring the financial success of collaborations and partnerships."
Instant_og_idd_ibp_call_revenue,Revenue from outgoing IDD calls to international business partners.,Instant,"Revenue generated from international business partner calls, measuring the financial outcome of outgoing IDD calls made today."
Instant_og_idd_ibp_call_revenue,Revenue from outgoing IDD calls to international business partners.,Instant,"Global partner revenue generated from international business calls today, measuring the financial effectiveness of cross-border communication initiatives."
Instant_og_idd_ibp_call_revenue,Revenue from outgoing IDD calls to international business partners.,Instant,"Today's revenue from international business partner calls, measuring the financial outcome of outbound IDD calls and reflecting the company's international partnership performance."
Instant_og_idd_ibp_call_revenue,Revenue from outgoing IDD calls to international business partners.,Instant,"Revenue generated from international business-to-business calls, fostering global connections and facilitating seamless communication and collaboration."
Instant_og_idd_vf_call_revenue,Revenue from outgoing IDD calls to Vodafone network.,Instant,"Vodafone's international direct dial call revenue, generated from outgoing calls made to its own network, drives current financial performance and growth."
Instant_og_idd_vf_call_revenue,Revenue from outgoing IDD calls to Vodafone network.,Instant,"Vodafone's financial gain from international outgoing calls, measured by revenue generated from IDD calls initiated to the company's own network."
Instant_og_idd_vf_call_revenue,Revenue from outgoing IDD calls to Vodafone network.,Instant,Revenue generated from Vodafone customers making international direct dial calls to other Vodafone customers on the same network today.
Instant_og_idd_vf_call_revenue,Revenue from outgoing IDD calls to Vodafone network.,Instant,"Revenue generated from international outgoing calls made to Vodafone's own network on the same day, reflecting same-day revenue from international call traffic."
Instant_og_idd_vf_call_revenue,Revenue from outgoing IDD calls to Vodafone network.,Instant,"Vodafone's revenue from outgoing international direct dial calls to its own network, measuring international call volume and revenue performance."
Instant_og_idd_vf_call_revenue,Revenue from outgoing IDD calls to Vodafone network.,Instant,"Revenue generated from outgoing international direct dial calls to Vodafone network on the current day, positively impacting overall business earnings."
Instant_og_idd_bundle_call_revenue,Revenue from outgoing IDD calls made using a bundle.,Instant,"Daily accumulation of revenue generated from international outgoing calls made using pre-paid bundles, providing a snapshot of daily earnings."
Instant_og_idd_bundle_call_revenue,Revenue from outgoing IDD calls made using a bundle.,Instant,"Real-time revenue generated from international direct dial calls made using bundled plans, accurately tracked and reported for the current day."
Instant_og_idd_bundle_call_revenue,Revenue from outgoing IDD calls made using a bundle.,Instant,"Revenue generated from daily international outgoing call bundles, measuring customer expenditure on long-distance calls."
Instant_og_idd_bundle_call_revenue,Revenue from outgoing IDD calls made using a bundle.,Instant,"Real-time revenue generated from international direct dial calls made with bundled plans, attributed to current day's transactions and reflecting instantaneous earnings."
Instant_og_idd_bundle_call_revenue,Revenue from outgoing IDD calls made using a bundle.,Instant,"Daily earnings from bundled international outgoing calls, providing a snapshot of revenue generated from IDD services sold as part of a specific package."
Instant_og_idd_bundle_call_revenue,Revenue from outgoing IDD calls made using a bundle.,Instant,"Revenue generated from international direct dialing calls made using bundled plans, reported in real-time for the current day's transactions."
